Date,Open,High,Low,Close,Volume,MA_20,MA_50,RSI
2025-02-04,415.0,417.0,406.0,411.17,495419.0,389.5365,372.2428,68.7647076993181
2025-02-06,409.0,413.99,403.22,410.28,1615724.0,391.3615,373.58840000000004,67.83585550281205
2025-02-07,412.0,413.0,405.01,410.79,1183543.0,393.28200000000004,374.8488,68.10175204741546
2025-02-10,412.99,416.0,407.1,412.23,388651.0,395.396,376.38300000000004,68.8839244800054
2025-02-11,412.23,420.0,412.0,412.79,268187.0,397.2395,377.84979999999996,69.2002203372158
2025-02-12,412.95,416.0,409.05,412.52,130560.0,398.451,379.2528,68.83689941516576
2025-02-13,413.75,413.75,407.05,408.38,235627.0,399.616,380.506,63.3450703230343
2025-02-14,407.1,410.0,406.0,408.56,68715.0,400.8415,381.74760000000003,63.48148643023446
2025-02-17,409.98,412.89,408.56,411.41,545470.0,401.5815,382.774,65.66061480270793
2025-02-18,410.0,414.9,410.0,414.56,389904.0,402.4605,383.5622,67.9378737662687
2025-02-19,416.01,419.99,392.18,395.29,3036988.0,402.606,384.12199999999996,47.28107259876295
2025-02-20,398.69,401.55,395.29,397.26,447297.0,402.95750000000004,384.91619999999995,48.98867561188018
2025-02-21,397.26,397.26,393.5,395.0,103200.0,403.404,385.5486,47.10371448191626
